time,flux,raw,RB,sky,e_flux,upperlimit,instrument,band
3265.452775,3029.610906,3075.472086,-0.304928,16686.652344,28.613576,F,-kepler,kepler
3265.473208,3040.697811,3079.351331,-0.011554,16657.964844,28.600802,F,-kepler,kepler
3265.493642,3038.837881,3067.744508,-0.071248,16628.027344,28.577709,F,-kepler,kepler
3265.514076,3031.914805,3054.603972,0.034464,16608.724609,28.558648,F,-kepler,kepler
3265.534509,3044.53396,3048.073539,0.058319,16601.650391,28.562679,F,-kepler,kepler
3265.554943,3052.411122,3050.384251,0.355582,16577.046875,28.550518,F,-kepler,kepler
3265.575376,3032.105439,3017.435003,0.584034,16563.736328,28.526061,F,-kepler,kepler
3265.616244,3027.894204,3090.662716,1.761314,16519.544922,28.490809,F,-kepler,kepler
3265.636677,3045.122085,3108.789334,1.526741,16494.957031,28.485444,F,-kepler,kepler
3265.657111,3028.746885,3090.263237,2.019829,16480.105469,28.462674,F,-kepler,kepler
3265.677544,3028.545525,3088.241135,1.967995,16469.470703,28.454768,F,-kepler,kepler
3265.697978,3028.021702,3075.74439,2.159848,16453.242188,28.442542,F,-kepler,kepler
3265.718412,3042.434837,3089.671995,1.684225,16438.154297,28.442049,F,-kepler,kepler
3265.759279,3021.27428,3051.285437,2.130089,16404.957031,28.40234,F,-kepler,kepler
3265.779712,3029.698135,3053.877432,1.908187,16381.386719,28.391265,F,-kepler,kepler
3265.800146,3045.590768,3057.760229,2.126214,16372.060547,28.396067,F,-kepler,kepler
3265.82058,3064.220578,3063.032244,1.615358,16278.236328,28.341032,F,-kepler,kepler
3265.861447,3027.570838,3085.49396,1.919111,16264.795898,28.304311,F,-kepler,kepler
3265.88188,3061.067266,3118.528933,0.818296,16276.633789,28.337547,F,-kepler,kepler
3265.902314,3055.874331,3108.790043,1.521467,16266.525391,28.326334,F,-kepler,kepler
3265.943181,2942.789104,3009.076472,4.782686,16298.754883,28.267005,F,-kepler,kepler
3265.963615,3058.769899,3125.073606,0.893026,16217.03125,28.292157,F,-kepler,kepler
3265.984048,3040.501602,3112.075435,0.969241,16158.123047,28.235462,F,-kepler,kepler
3266.004482,3041.987365,3111.383661,1.311102,16127.210938,28.213815,F,-kepler,kepler
3266.024916,3038.279454,3105.446593,1.072894,16127.255859,28.211119,F,-kepler,kepler
3266.045349,3045.75352,3106.413332,1.157869,16109.120117,28.203271,F,-kepler,kepler
3266.065783,3048.433843,3102.590032,1.260421,16093.302734,28.193598,F,-kepler,kepler
3266.086216,3032.060796,3079.565037,1.620667,16085.692383,28.17593,F,-kepler,kepler
3266.10665,3043.190121,3086.529917,1.391869,16069.007812,28.171836,F,-kepler,kepler
3266.127084,3030.496935,3065.152595,0.969078,16065.62793,28.159988,F,-kepler,kepler
3266.147517,3026.864206,3041.116569,1.290568,16055.977539,28.150192,F,-kepler,kepler
3266.167951,3060.936729,3065.998326,1.484675,16039.257812,28.162988,F,-kepler,kepler
3266.188384,3061.118551,3057.086727,1.499791,16022.620117,28.150854,F,-kepler,kepler
3266.208818,3039.882519,3022.934361,1.583461,16023.810547,28.136065,F,-kepler,kepler
3266.229252,3055.725743,3025.447953,1.261606,16005.265625,28.134071,F,-kepler,kepler
3266.249685,3051.735791,3003.281347,1.692324,15987.582031,28.118071,F,-kepler,kepler
3266.270119,3047.838976,2978.199938,0.830832,15977.77832,28.107953,F,-kepler,kepler
3266.290553,3030.273121,2940.017924,1.543565,15960.633789,28.082301,F,-kepler,kepler
3266.310986,3026.750522,2921.861598,1.006594,15954.291016,28.075006,F,-kepler,kepler
3266.372287,3046.915963,3123.256499,1.064678,15928.616211,28.070931,F,-kepler,kepler
3266.392721,3044.768762,3111.180219,2.664142,15896.912109,28.045882,F,-kepler,kepler
3266.413154,3045.965309,3110.753247,1.488704,15898.054688,28.047613,F,-kepler,kepler
3266.433588,3043.59982,3112.564182,1.232163,15886.722656,28.037472,F,-kepler,kepler
3266.454021,3051.306191,3118.197465,1.230589,15872.917969,28.032955,F,-kepler,kepler
3266.474455,3018.465728,3078.015164,1.772521,15854.532227,27.994988,F,-kepler,kepler
3266.494889,3044.529646,3102.391781,1.598141,15846.242188,28.008167,F,-kepler,kepler
3266.515322,3027.704641,3078.010318,1.17291,15838.136719,27.98968,F,-kepler,kepler
3266.535756,3047.056238,3085.422355,0.970743,15843.302734,28.007861,F,-kepler,kepler
3266.556189,3035.934575,3070.779469,1.453573,15823.395508,27.984849,F,-kepler,kepler
3266.597057,3036.559397,3081.06537,1.990083,15801.251953,27.968879,F,-kepler,kepler
3266.61749,3046.930743,3095.693875,1.569024,15798.862305,27.974804,F,-kepler,kepler
3266.637924,3031.321262,3085.201355,1.618544,15785.522461,27.953309,F,-kepler,kepler
3266.658357,3038.75755,3096.105292,1.38367,15780.679688,27.955236,F,-kepler,kepler
3266.678791,3043.886689,3102.452496,0.88593,15771.503906,27.95223,F,-kepler,kepler
3266.699225,3051.885218,3125.123872,1.542186,15750.548828,27.942604,F,-kepler,kepler
3266.719658,3040.889452,3119.195539,1.86131,15735.6875,27.923384,F,-kepler,kepler
3266.740092,3050.970095,3124.051928,1.393909,15723.892578,27.922109,F,-kepler,kepler
3266.760525,3054.505982,3126.301029,1.118655,15720.862305,27.922485,F,-kepler,kepler
3266.780959,3044.973159,3115.910044,1.33091,15716.591797,27.912219,F,-kepler,kepler
3266.801393,3040.041108,3105.700136,1.150207,15703.267578,27.898636,F,-kepler,kepler
3266.821826,3050.572884,3119.4547,1.543127,15685.237305,27.893055,F,-kepler,kepler
3266.84226,3043.068406,3111.403288,1.523842,15673.967773,27.879076,F,-kepler,kepler
3266.883127,3044.563388,3100.465716,1.585246,15657.429688,27.867871,F,-kepler,kepler
3266.903561,3019.66904,3069.759515,1.509534,15656.183594,27.848388,F,-kepler,kepler
3266.923994,3014.258323,3059.506767,1.507971,15643.807617,27.835123,F,-kepler,kepler
3266.944428,3052.577435,3081.85132,1.361091,15628.544922,27.852316,F,-kepler,kepler
3266.964861,3045.957672,3070.003432,0.616758,15632.40918,27.850262,F,-kepler,kepler
3266.985295,3037.153786,3047.794415,1.141016,15619.947266,27.834404,F,-kepler,kepler
3267.005729,3028.432903,3023.421027,1.876811,15612.821289,27.82258,F,-kepler,kepler
3267.026162,3038.201034,3022.598988,1.006068,15606.318359,27.825017,F,-kepler,kepler
3267.046596,3016.550988,2984.787747,1.337901,15601.283203,27.805097,F,-kepler,kepler
3267.087463,3047.465153,3118.080161,1.497565,15587.78125,27.818096,F,-kepler,kepler
3267.107897,3055.458155,3123.238118,1.331259,15575.412109,27.81483,F,-kepler,kepler
3267.12833,3037.238585,3110.368353,1.73496,15606.950195,27.82477,F,-kepler,kepler
3267.148764,3014.18069,3092.704814,2.337402,15547.898438,27.763432,F,-kepler,kepler
3267.169198,3037.889572,3116.272267,1.426799,15551.412109,27.783783,F,-kepler,kepler
3267.189631,3032.396667,3106.440768,1.5066,15539.457031,27.770741,F,-kepler,kepler
3267.210065,3042.138365,3110.367611,1.957998,15546.830078,27.783534,F,-kepler,kepler
3267.230498,3030.845056,3097.194027,1.48854,15545.020508,27.77374,F,-kepler,kepler
3267.250932,3036.784393,3102.914769,1.564005,15526.113281,27.764044,F,-kepler,kepler
3267.271365,3051.069133,3110.502827,1.13367,15517.399414,27.76821,F,-kepler,kepler
3267.291799,3051.06481,3093.955235,1.377394,15530.238281,27.777805,F,-kepler,kepler
3267.332666,3040.641045,3094.176404,1.451097,15488.96875,27.739139,F,-kepler,kepler
3267.3531,3047.416898,3106.774192,1.223174,15484.047852,27.740527,F,-kepler,kepler
3267.373534,3043.426155,3106.705097,1.579616,15468.851562,27.726163,F,-kepler,kepler
3267.393967,3034.797619,3104.331131,1.639088,15453.349609,27.708086,F,-kepler,kepler
3267.414401,3031.579341,3105.310285,1.916422,15438.793945,27.694764,F,-kepler,kepler
3267.434834,3043.318031,3117.804444,1.327678,15433.291016,27.699439,F,-kepler,kepler
3267.455268,3021.249087,3093.15559,2.425127,15422.289062,27.674639,F,-kepler,kepler
3267.475702,3040.734431,3111.189107,1.053715,15420.242188,27.687719,F,-kepler,kepler
3267.496135,3039.231931,3105.991918,0.65283,15415.066406,27.68271,F,-kepler,kepler
3267.516569,3080.764232,3141.225627,1.214582,15393.003906,27.697309,F,-kepler,kepler
3267.537002,3035.397713,3096.083891,1.043753,15387.432617,27.659098,F,-kepler,kepler
3267.557436,3039.331852,3090.234885,1.363889,15371.842773,27.650347,F,-kepler,kepler
3267.57787,3023.899776,3069.290167,1.747792,15365.84375,27.63425,F,-kepler,kepler
3267.598303,3035.040482,3077.329845,1.152431,15368.892578,27.644909,F,-kepler,kepler
3267.618737,3022.336391,3047.302913,1.640999,15360.401367,27.628985,F,-kepler,kepler
3267.63917,3028.89244,3037.367699,1.692507,15347.15918,27.62396,F,-kepler,kepler
3267.659604,3033.083364,3027.05039,1.3234,15346.196289,27.626386,F,-kepler,kepler
3267.680038,3029.2323,3013.624078,1.577483,15327.751953,27.609625,F,-kepler,kepler
3267.700471,3029.204252,2997.33884,1.336486,15330.894531,27.611967,F,-kepler,kepler
3267.720905,3043.892197,2995.25435,1.100049,15323.207031,27.617231,F,-kepler,kepler
3267.741338,3039.414588,2972.245565,0.546484,15309.908203,27.603863,F,-kepler,kepler
3267.761772,3042.550362,2956.227597,1.361681,15296.710938,27.596294,F,-kepler,kepler
3267.782206,3030.648727,2929.938305,1.9448,15275.59668,27.571442,F,-kepler,kepler
3267.823073,3030.734429,3099.959617,1.448414,15258.084961,27.558316,F,-kepler,kepler
3267.843506,3045.757845,3107.387097,1.06856,15262.113281,27.572666,F,-kepler,kepler
3267.86394,3038.194166,3099.94126,0.929487,15242.033203,27.551842,F,-kepler,kepler
3267.884374,3033.101793,3095.58646,1.035433,15248.494141,27.552873,F,-kepler,kepler
3267.904807,3034.349857,3096.262597,1.164271,15234.527344,27.543287,F,-kepler,kepler
3267.925241,3048.665797,3101.283425,1.96409,15206.485352,27.532938,F,-kepler,kepler
3267.945674,3030.814232,3071.501368,1.452159,15206.551758,27.519523,F,-kepler,kepler
3267.966108,3042.808419,3076.770215,0.93988,15208.541016,27.530071,F,-kepler,kepler
3267.986542,3052.28847,3071.061861,1.178313,15193.300781,27.525726,F,-kepler,kepler
3268.006975,3008.482217,3020.547251,2.118216,15181.279297,27.483582,F,-kepler,kepler
3268.027409,3026.582376,3023.72237,1.368522,15186.472656,27.501174,F,-kepler,kepler
3268.068276,3034.565185,3093.921362,1.330528,15164.177734,27.490367,F,-kepler,kepler
3268.08871,3045.268075,3104.620418,1.452524,15148.414062,27.486544,F,-kepler,kepler
3268.109143,3027.282686,3096.981605,1.583533,15133.5,27.461681,F,-kepler,kepler
3268.129577,3042.886283,3095.785386,1.224408,15135.308594,27.474843,F,-kepler,kepler
3268.150011,3044.273778,3097.332711,1.121544,15125.046875,27.468136,F,-kepler,kepler
3268.170444,3011.24402,3053.997336,1.871222,15113.435547,27.434371,F,-kepler,kepler
3268.190878,3006.848063,3049.658208,1.449988,15117.546875,27.434156,F,-kepler,kepler
3268.211311,3070.525392,3081.557594,2.343367,15092.394531,27.463297,F,-kepler,kepler
3268.231745,3018.303794,3028.036139,1.423286,15100.886719,27.430216,F,-kepler,kepler
3268.252179,3053.4182,3046.299384,0.680179,15090.560547,27.448973,F,-kepler,kepler
3268.272612,3038.914631,3015.098366,1.591121,15076.896484,27.427658,F,-kepler,kepler
3268.313479,3017.665586,3054.675792,1.79997,15058.080078,27.397312,F,-kepler,kepler
3268.333913,3068.284935,3097.079331,1.292704,15048.194336,27.428164,F,-kepler,kepler
3268.354347,3035.06453,3063.001249,1.663728,15041.066406,27.397604,F,-kepler,kepler
3268.37478,3032.966334,3053.339736,2.089663,15018.198242,27.378677,F,-kepler,kepler
3268.395214,3040.475613,3050.946981,1.572463,15026.736328,27.390844,F,-kepler,kepler
3268.415647,3029.981345,3029.457004,1.074396,15016.8125,27.375362,F,-kepler,kepler
3268.436081,3040.705381,3038.235605,1.128948,15006.485352,27.375663,F,-kepler,kepler
3268.456515,3032.056255,3017.648924,1.590832,14991.597656,27.357806,F,-kepler,kepler
3268.476948,3038.98821,3016.629751,1.621568,14979.419922,27.353824,F,-kepler,kepler
3268.497382,3012.168518,2980.520513,1.551102,14983.726562,27.33673,F,-kepler,kepler
3268.517815,3037.464969,2993.430377,1.750014,14970.148438,27.345629,F,-kepler,kepler
3268.558683,3056.981432,3114.416301,0.940286,14961.763672,27.35408,F,-kepler,kepler
3268.579116,3036.689979,3102.210188,0.895337,14960.34668,27.337597,F,-kepler,kepler
3268.59955,3045.957688,3106.870547,0.993684,14948.226562,27.335431,F,-kepler,kepler
3268.619984,3035.886059,3091.536493,1.617993,14931.864258,27.315345,F,-kepler,kepler
3268.640417,3021.329502,3078.280654,1.523281,14925.711914,27.299599,F,-kepler,kepler
3268.660851,3092.372534,3147.835515,0.963427,14923.855469,27.352169,F,-kepler,kepler
3268.681284,3039.85133,3080.291504,1.38254,14914.338867,27.305036,F,-kepler,kepler
3268.701718,3030.446448,3077.269446,1.818189,14895.248047,27.283359,F,-kepler,kepler
3268.722151,3026.033362,3066.975226,1.777099,14890.164062,27.27613,F,-kepler,kepler
3268.742585,3045.295957,3073.438884,1.641037,14884.773438,27.286688,F,-kepler,kepler
3268.763019,3036.223421,3057.202955,1.931224,14875.996094,27.273102,F,-kepler,kepler
3268.803886,3034.478147,3035.923434,1.965883,14858.392578,27.258368,F,-kepler,kepler
3268.824319,3023.393221,3035.869001,2.383335,14855.271484,27.247545,F,-kepler,kepler
3268.844753,3046.473148,3056.54147,2.13151,14841.470703,27.254615,F,-kepler,kepler
3268.865187,3024.753554,3044.398299,2.662453,14842.443359,27.238805,F,-kepler,kepler
3268.88562,3048.897786,3076.708604,1.809624,14831.958984,27.249215,F,-kepler,kepler
3268.906054,2991.485186,3021.84279,3.622568,14820.1875,27.196448,F,-kepler,kepler
3268.926488,3000.170417,3055.160504,2.078962,14810.164062,27.195427,F,-kepler,kepler
3268.946921,3018.046602,3068.682999,1.66278,14812.317383,27.210714,F,-kepler,kepler
3268.967355,3038.672357,3085.39323,1.466029,14805.005859,27.220872,F,-kepler,kepler
3268.987788,3024.023678,3084.074487,1.181314,14798.443359,27.204688,F,-kepler,kepler
3269.008222,3020.071873,3071.788228,2.713224,14771.905273,27.181408,F,-kepler,kepler
3269.028656,3022.696726,3080.755952,2.377197,14774.254883,27.185207,F,-kepler,kepler
3269.049089,3050.884625,3102.747556,1.325635,14761.117188,27.1967,F,-kepler,kepler
3269.069523,3095.180241,3170.888435,1.358411,14751.587891,27.223229,F,-kepler,kepler
3269.089956,3022.640883,3078.420783,1.72348,14745.943359,27.163533,F,-kepler,kepler
3269.11039,3031.791376,3080.97458,1.726519,14736.487305,27.163299,F,-kepler,kepler
3269.130824,3052.802308,3090.015153,3.111146,14718.345703,27.165492,F,-kepler,kepler
3269.151257,3016.403534,3053.854759,1.97813,14715.585938,27.135546,F,-kepler,kepler
3269.171691,3039.751782,3075.037312,1.134363,14717.699219,27.155022,F,-kepler,kepler
3269.192124,3103.965073,3136.166999,2.372906,14696.589844,27.187959,F,-kepler,kepler
3269.212558,3045.795704,3060.442281,0.855249,14708.198242,27.152378,F,-kepler,kepler
3269.232992,3019.245281,3025.79311,2.050895,14689.991211,27.118131,F,-kepler,kepler
3269.253425,3014.314277,3014.554573,2.049421,14683.478516,27.109368,F,-kepler,kepler
3269.294292,3033.349413,3079.534262,1.755704,14671.316406,27.114631,F,-kepler,kepler
3269.314726,3034.468819,3087.815958,1.709758,14668.472656,27.113311,F,-kepler,kepler
3269.33516,3033.335114,3081.450627,1.999261,14647.173828,27.096127,F,-kepler,kepler
3269.355593,3040.751886,3096.783123,1.821795,14647.383789,27.101971,F,-kepler,kepler
3269.376027,3039.449031,3080.220047,1.699451,14645.116211,27.099235,F,-kepler,kepler
3269.39646,3035.042505,3075.209236,2.038383,14635.996094,27.088869,F,-kepler,kepler
3269.416894,3036.337677,3071.150429,1.653682,14626.430664,27.08253,F,-kepler,kepler
3269.437328,3063.585973,3090.116601,1.387794,14622.066406,27.100068,F,-kepler,kepler
3269.457761,3050.461957,3073.771126,1.627637,14606.962891,27.078433,F,-kepler,kepler
3269.478195,3052.799758,3071.343906,1.325469,14603.699219,27.077723,F,-kepler,kepler
3269.498628,3041.216447,3053.925699,1.24331,14600.634766,27.066489,F,-kepler,kepler
3269.519062,3024.094981,3030.668866,1.882653,14588.951172,27.044383,F,-kepler,kepler
3269.539496,3022.773103,3011.991266,1.807499,14584.81543,27.040193,F,-kepler,kepler
3269.559929,3035.963336,3014.662631,1.747321,14573.486328,27.041622,F,-kepler,kepler
3269.580363,3036.272909,3006.646903,1.285916,14564.916016,27.035278,F,-kepler,kepler
3269.600797,3025.855328,2970.507673,1.703111,14558.282227,27.02218,F,-kepler,kepler
3269.62123,3023.615902,2947.15133,0.562341,14564.154297,27.024971,F,-kepler,kepler
3269.641664,3061.812841,2958.779615,0.997196,14549.972656,27.043415,F,-kepler,kepler
3269.662097,3028.76341,2914.484712,1.591585,14525.488281,26.999206,F,-kepler,kepler
3269.682531,3027.141475,2889.664648,1.646056,14518.818359,26.992829,F,-kepler,kepler
3269.702965,3033.298064,2873.917002,1.4314,14520.523438,26.998876,F,-kepler,kepler
3269.723398,3027.105919,2854.859464,0.992154,14511.297852,26.987016,F,-kepler,kepler
3269.743832,3027.765425,2824.828358,1.130565,14508.796875,26.985599,F,-kepler,kepler
3269.784699,3025.083493,3067.082676,1.960596,14480.527344,26.961775,F,-kepler,kepler
3269.805133,3028.949844,3066.661734,1.576963,14476.889648,26.961951,F,-kepler,kepler
3269.825566,3036.105607,3069.375268,2.156692,14454.507812,26.950223,F,-kepler,kepler
3269.846,3014.271072,3042.267146,1.752773,14462.730469,26.939734,F,-kepler,kepler
3269.866433,3028.231792,3038.596373,1.609023,14447.821289,26.939003,F,-kepler,kepler
3269.886867,3040.840679,3037.198385,1.49077,14437.026367,26.940401,F,-kepler,kepler
3269.907301,3024.388525,2998.644524,1.485919,14440.365234,26.930293,F,-kepler,kepler
3269.927734,3009.058439,2978.695774,1.965524,14429.683594,26.91023,F,-kepler,kepler
3269.948168,3045.493776,2992.704837,1.554275,14417.954102,26.929286,F,-kepler,kepler
3269.968601,3037.062861,2962.922199,1.437385,14418.458984,26.923174,F,-kepler,kepler
3269.989035,3050.180813,2947.747477,1.391505,14403.849609,26.922024,F,-kepler,kepler
3270.029902,3067.055269,3069.252185,1.862424,14390.475586,26.924723,F,-kepler,kepler
3270.050336,3043.948869,3054.317027,1.927653,14384.868164,26.902572,F,-kepler,kepler
3270.070769,3010.328617,3045.601036,2.574595,14371.526367,26.866302,F,-kepler,kepler
3270.091203,3013.340466,3049.589806,2.30512,14363.511719,26.862436,F,-kepler,kepler
3270.111637,3017.643675,3058.151098,2.189279,14356.587891,26.86041,F,-kepler,kepler
3270.13207,3042.838694,3077.014449,2.148575,14345.693359,26.871462,F,-kepler,kepler
3270.152504,3038.68558,3084.626294,1.756383,14335.349609,26.860258,F,-kepler,kepler
3270.172937,3035.185542,3075.133536,1.814134,14326.854492,26.850985,F,-kepler,kepler
3270.193371,3041.797147,3084.946301,1.29372,14331.728516,26.859865,F,-kepler,kepler
3270.213805,3042.242627,3084.336298,1.869089,14309.606445,26.843103,F,-kepler,kepler
3270.234238,3041.009126,3077.218962,1.535345,14311.103516,26.843307,F,-kepler,kepler
3270.295539,3031.224142,3070.482057,2.09788,14288.19043,26.818003,F,-kepler,kepler
3270.315973,3017.877059,3061.099601,2.451897,14282.246094,26.803064,F,-kepler,kepler
3270.336406,3049.40177,3088.139879,2.316951,14270.043945,26.818028,F,-kepler,kepler
3270.35684,3038.947736,3084.277923,1.624738,14262.681641,26.80423,F,-kepler,kepler
3270.377274,3043.453874,3093.691247,1.628267,14253.894531,26.800914,F,-kepler,kepler
3270.397707,3029.019522,3064.230982,1.470619,14253.138672,26.789143,F,-kepler,kepler
3270.438574,3035.487959,3072.459687,2.011979,14226.647461,26.77362,F,-kepler,kepler
3270.459008,3013.610131,3042.480927,2.068301,14227.765625,26.757516,F,-kepler,kepler
3270.479442,3027.175369,3051.43289,2.15189,14209.947266,26.754216,F,-kepler,kepler
3270.499875,2996.18022,3015.421965,2.721775,14210.419922,26.730518,F,-kepler,kepler
3270.520309,3032.831394,3047.425222,1.2189,14200.219727,26.751056,F,-kepler,kepler
3270.540742,3047.992278,3054.561512,1.475284,14198.917969,26.76181,F,-kepler,kepler
3270.561176,3042.37704,3030.329991,1.324119,14185.069336,26.746705,F,-kepler,kepler
3270.58161,3018.035272,2992.067547,2.479018,14175.134766,26.720084,F,-kepler,kepler
3270.602043,3052.098301,3007.464778,2.165235,14161.820312,26.736202,F,-kepler,kepler
3270.622477,3034.440231,2980.960598,1.953831,14167.978516,26.72727,F,-kepler,kepler
3270.64291,3039.138325,2980.121553,1.67005,14152.866211,26.719178,F,-kepler,kepler
3270.663344,3046.728961,2967.822612,1.289996,14147.566406,26.720958,F,-kepler,kepler
3270.683778,2931.971872,2838.883867,4.921956,14139.400391,26.625272,F,-kepler,kepler
3270.704211,3033.132108,2917.914092,1.369013,14134.942383,26.700576,F,-kepler,kepler
3270.724645,3036.353288,2903.649626,1.501102,14123.076172,26.693853,F,-kepler,kepler
3270.765512,3022.565711,3059.006547,2.286797,14101.478516,26.666315,F,-kepler,kepler
3270.785946,3023.249034,3061.627754,1.586791,14103.96875,26.668786,F,-kepler,kepler
3270.806379,3020.488094,3055.285645,2.267953,14080.898438,26.648668,F,-kepler,kepler
3270.826813,3035.61705,3061.666266,1.650716,14079.880859,26.65966,F,-kepler,kepler
3270.847246,3017.314334,3041.304722,1.770299,14075.615234,26.642078,F,-kepler,kepler
3270.86768,3024.739393,3036.207276,1.929758,14071.416992,26.644592,F,-kepler,kepler
3270.888114,3035.587688,3032.463605,2.160913,14056.292969,26.64126,F,-kepler,kepler
3270.928981,3035.966235,3022.560644,1.523841,14048.121094,26.635186,F,-kepler,kepler
3270.949414,3033.530125,3006.217138,1.445605,14048.81543,26.633828,F,-kepler,kepler
3270.969848,3039.944574,3003.166964,1.146629,14046.986328,26.637402,F,-kepler,kepler
3271.010715,3019.138663,3053.800993,2.326693,14014.423828,26.595771,F,-kepler,kepler
3271.031149,3052.689606,3092.101609,1.579603,14012.027344,26.620082,F,-kepler,kepler
3271.051582,3030.625213,3067.624971,1.95067,14005.984375,26.59815,F,-kepler,kepler
3271.072016,3032.369736,3070.670686,1.5377,13996.358398,26.591997,F,-kepler,kepler
3271.09245,3037.822119,3075.787504,1.92219,13980.664062,26.583998,F,-kepler,kepler
3271.112883,2826.239225,2861.58942,10.273746,13980.169922,26.41784,F,-kepler,kepler
3271.133317,3044.937151,3076.548453,1.804136,13961.333984,26.574456,F,-kepler,kepler
3271.153751,3040.941779,3061.266268,2.014891,13952.34375,26.564309,F,-kepler,kepler
3271.174184,3039.878157,3059.83929,1.646871,13953.240234,26.564178,F,-kepler,kepler
3271.194618,3027.035327,3041.913208,1.700125,13951.611328,26.552864,F,-kepler,kepler
3271.215051,3089.27118,3096.142585,1.467824,13938.735352,26.591433,F,-kepler,kepler
3271.255919,3049.239749,3041.462314,2.155659,13922.050781,26.547111,F,-kepler,kepler
3271.276352,3052.739578,3050.415448,1.995462,13915.552734,26.544766,F,-kepler,kepler
3271.296786,3055.890167,3065.839249,1.815933,13916.193359,26.547732,F,-kepler,kepler
3271.317219,3061.131887,3075.75002,2.249122,13898.667969,26.538123,F,-kepler,kepler
3271.337653,3044.690867,3067.08643,2.516815,13896.482422,26.523546,F,-kepler,kepler
3271.358086,3024.997566,3058.8218,2.007413,13885.602539,26.499602,F,-kepler,kepler
3271.37852,3050.516843,3086.212152,1.76726,13871.275391,26.50837,F,-kepler,kepler
3271.398954,3023.168834,3058.658142,2.054109,13877.744141,26.492011,F,-kepler,kepler
3271.419387,3028.949052,3065.162552,2.214656,13864.246094,26.485961,F,-kepler,kepler
3271.439821,3055.113105,3095.270025,1.560639,13853.710938,26.49821,F,-kepler,kepler
3271.460255,3025.852168,3061.174633,1.699797,13846.961914,26.469979,F,-kepler,kepler
3271.480688,3015.145795,3043.716179,2.414016,13836.048828,26.453015,F,-kepler,kepler
3271.501122,3032.087557,3049.879295,2.077464,13834.592773,26.465167,F,-kepler,kepler
3271.521555,3059.09395,3072.668503,0.94117,13834.482422,26.48626,F,-kepler,kepler
3271.541989,3024.027838,3029.354462,1.742381,13821.189453,26.448323,F,-kepler,kepler
3271.562423,3009.52896,3004.340659,2.115299,13817.306641,26.433889,F,-kepler,kepler
3271.582856,2997.767646,2969.581397,3.548042,13814.966797,26.422811,F,-kepler,kepler
3271.60329,3015.632361,2979.541436,1.461835,13805.494141,26.429404,F,-kepler,kepler
3271.623723,3048.012281,2990.441866,1.354947,13792.029297,26.44426,F,-kepler,kepler
3271.644157,3050.827157,2961.776551,1.568841,13779.138672,26.436348,F,-kepler,kepler
3271.664591,3043.925952,2940.02465,1.234447,13788.791016,26.438508,F,-kepler,kepler
3271.685024,3030.54332,2903.478899,1.796952,13776.203125,26.418105,F,-kepler,kepler
3271.705458,3047.23702,2900.430173,1.459567,13761.298828,26.419511,F,-kepler,kepler
3271.746325,3049.89577,3069.489883,1.264123,13760.064453,26.420631,F,-kepler,kepler
3271.787192,3013.34553,3016.009661,2.540522,13736.451172,26.373308,F,-kepler,kepler
3271.807626,3022.45622,3011.743275,2.451965,13727.337891,26.373306,F,-kepler,kepler
3271.82806,3051.263304,3027.41848,1.241018,13725.082031,26.394201,F,-kepler,kepler
3271.848493,3042.5486,2998.360329,1.63956,13718.032227,26.381797,F,-kepler,kepler
3271.868927,3037.041895,2971.808292,1.92519,13697.849609,26.361571,F,-kepler,kepler
3271.88936,3034.037397,2950.327015,1.491434,13699.535156,26.360532,F,-kepler,kepler
3271.909794,3029.031763,2916.764966,1.744178,13697.947266,26.355338,F,-kepler,kepler
3271.930228,3008.025715,2874.039575,2.143426,13696.322266,26.337503,F,-kepler,kepler
3271.950661,3050.298799,2878.814524,1.182016,13686.006836,26.362685,F,-kepler,kepler
3271.991528,3038.169271,3061.182224,1.568312,13672.408203,26.342414,F,-kepler,kepler
3272.011962,3003.054607,3013.817193,3.231011,13663.197266,26.307453,F,-kepler,kepler
3272.032395,3048.2308,3046.131181,1.38291,13662.636719,26.342642,F,-kepler,kepler
3272.052829,3030.359611,3016.729568,1.628472,13655.945312,26.323275,F,-kepler,kepler
3272.073263,3042.997245,3001.97196,1.743399,13646.800781,26.32603,F,-kepler,kepler
3272.093696,3043.223859,2989.728174,1.692967,13630.345703,26.313228,F,-kepler,kepler
3272.11413,3029.633822,2964.612122,1.761733,13639.228516,26.309514,F,-kepler,kepler
3272.134563,3041.304641,2948.340615,1.42396,13625.517578,26.307904,F,-kepler,kepler
3272.154997,2986.606698,2873.825176,3.236322,13621.555664,26.261567,F,-kepler,kepler
3272.175431,3033.514624,2894.73705,1.759415,13612.045898,26.291118,F,-kepler,kepler
3272.195864,3056.411741,2873.801327,0.767495,13613.400391,26.310263,F,-kepler,kepler
3272.236732,3007.645533,3021.792588,2.280444,13594.022461,26.256432,F,-kepler,kepler
3272.257165,3025.82805,3041.715252,1.945216,13586.936523,26.265205,F,-kepler,kepler
3272.277599,3023.548197,3035.853861,2.368384,13574.396484,26.253487,F,-kepler,kepler
3272.298032,3021.743526,3050.075763,1.808468,13577.878906,26.254814,F,-kepler,kepler
3272.318466,3037.620253,3062.804614,2.833674,13558.150391,26.251768,F,-kepler,kepler
3272.3389,2986.9556,3010.15251,4.388697,13558.886719,26.212249,F,-kepler,kepler
3272.359333,3029.890578,3059.687746,1.956547,13555.623047,26.243654,F,-kepler,kepler
